# The tests of significance were performed using a two-sided Student's two-sample t-test.
# Alternative hypothesis: Group 1 mean != Group 2 mean
# Entries marked with "N/A" could not be calculated because at least one of the groups
# of distances was empty, both groups each contained only a single distance, or
# the test could not be performed (e.g. no variance in groups with the same mean).
Group 1	Group 2	t statistic	Parametric p-value	Parametric p-value (Bonferroni-corrected)	Nonparametric p-value	Nonparametric p-value (Bonferroni-corrected)
Unknown3 vs. control_skin_right	Unknown vs. wound_deb	-5.86882130695	1.5596452104e-07	0.000212579642177	N/A	N/A
Unknown3 vs. control_skin_right	Unknown vs. control_skin_left	-2.03887287526	0.0448074333485	1	N/A	N/A
Unknown3 vs. control_skin_right	Positive_4 vs. Positive_3	-1.67438214939	[ 0.10248946]	1	N/A	N/A
Unknown3 vs. control_skin_right	Positive_4 vs. control_skin_right	-20.8302220454	1.11409030111e-32	1.51850508041e-29	N/A	N/A
Unknown3 vs. control_skin_right	Positive_4 vs. wound_swab	-9.21831872313	5.10313798457e-14	6.95557707296e-11	N/A	N/A
Unknown3 vs. control_skin_right	Positive_4 vs. diabetic_skin_contra	-19.1754935865	1.18788046732e-31	1.61908107696e-28	N/A	N/A
Unknown3 vs. control_skin_right	Positive_4 vs. wound_deb	-9.07226079612	3.23686067572e-13	4.41184110101e-10	N/A	N/A
Unknown3 vs. control_skin_right	Positive_4 vs. control_skin_left	-21.6022326455	6.80405726658e-35	9.27393005434e-32	N/A	N/A
Unknown3 vs. control_skin_right	Positive_3 vs. control_skin_right	-20.2450557873	6.72575734643e-32	9.16720726318e-29	N/A	N/A
Unknown3 vs. control_skin_right	Positive_3 vs. wound_swab	-8.91670940674	1.92729092117e-13	2.62689752556e-10	N/A	N/A
Unknown3 vs. control_skin_right	Positive_3 vs. diabetic_skin_contra	-18.6233964548	8.0585915023e-31	1.09838602176e-27	N/A	N/A
Unknown3 vs. control_skin_right	Positive_3 vs. wound_deb	-8.79832526527	9.92887604536e-13	1.35330580498e-09	N/A	N/A
Unknown3 vs. control_skin_right	Positive_3 vs. control_skin_left	-20.9911519647	4.70983389291e-34	6.41950359604e-31	N/A	N/A
Unknown3 vs. control_skin_right	control_skin_right vs. wound_swab	-6.63690753891	4.41051092599e-11	6.01152639212e-08	N/A	N/A
Unknown3 vs. control_skin_right	control_skin_right vs. diabetic_skin_contra	-3.50912493887	0.000461238590938	0.628668199449	N/A	N/A
Unknown3 vs. control_skin_right	control_skin_right vs. wound_deb	-6.91910648052	7.44986473407e-12	1.01541656325e-08	N/A	N/A
Unknown3 vs. control_skin_right	control_skin_right vs. control_skin_left	-2.79916648689	0.00518238049399	1	N/A	N/A
Unknown3 vs. control_skin_right	wound_swab vs. diabetic_skin_contra	-6.33018590637	3.08545604082e-10	4.20547658364e-07	N/A	N/A
Unknown3 vs. control_skin_right	wound_swab vs. wound_deb	-7.04267178683	3.12226701077e-12	4.25564993568e-09	N/A	N/A
Unknown3 vs. control_skin_right	wound_swab vs. control_skin_left	-7.06306613188	2.33823964986e-12	3.18702064276e-09	N/A	N/A
Unknown3 vs. control_skin_right	diabetic_skin_contra vs. wound_deb	-6.68957762435	3.26420051864e-11	4.44910530691e-08	N/A	N/A
Unknown3 vs. control_skin_right	diabetic_skin_contra vs. control_skin_left	-3.75328749796	0.000179695871244	0.244925472505	N/A	N/A
Unknown3 vs. control_skin_right	wound_deb vs. control_skin_left	-7.33626906114	3.81253503738e-13	5.19648525595e-10	N/A	N/A
Unknown3 vs. wound_swab	Unknown3 vs. diabetic_skin_contra	3.78253155359	0.000293918414808	0.400610799384	N/A	N/A
Unknown3 vs. wound_swab	Unknown3 vs. wound_deb	-0.31562341548	0.753255021876	1	N/A	N/A
Unknown3 vs. wound_swab	Unknown3 vs. control_skin_left	4.04136815967	0.000120275267949	0.163935190214	N/A	N/A
Unknown3 vs. wound_swab	Unknown vs. Positive_4	0.861228985089	[ 0.39437619]	1	N/A	N/A
Unknown3 vs. wound_swab	Unknown vs. Positive_3	0.801477165584	[ 0.42771185]	1	N/A	N/A
Unknown3 vs. wound_swab	Unknown vs. control_skin_right	3.20231759393	0.00199174943657	1	N/A	N/A
Unknown3 vs. wound_swab	Unknown vs. wound_swab	-0.569750045156	0.570484585912	1	N/A	N/A
Unknown3 vs. wound_swab	Unknown vs. diabetic_skin_contra	2.67953059246	0.0089077640235	1	N/A	N/A
Unknown3 vs. wound_swab	Unknown vs. wound_deb	-0.722946084097	0.472192339068	1	N/A	N/A
Unknown3 vs. wound_swab	Unknown vs. control_skin_left	3.56591343796	0.000611914166238	0.834039008583	N/A	N/A
Unknown3 vs. wound_swab	Positive_4 vs. Positive_3	-1.77941482306	[ 0.08296597]	1	N/A	N/A
Unknown3 vs. wound_swab	Positive_4 vs. control_skin_right	-8.20612073583	4.43589605977e-12	6.04612632946e-09	N/A	N/A
Unknown3 vs. wound_swab	Positive_4 vs. wound_swab	-4.19704711223	7.10439728815e-05	0.0968329350375	N/A	N/A
Unknown3 vs. wound_swab	Positive_4 vs. diabetic_skin_contra	-7.93716699884	9.30426268542e-12	1.26817100402e-08	N/A	N/A
Unknown3 vs. wound_swab	Positive_4 vs. wound_deb	-3.85542669327	0.000258901519964	0.352882771712	N/A	N/A
Unknown3 vs. wound_swab	Positive_4 vs. control_skin_left	-8.59195639316	5.09408361605e-13	6.94323596867e-10	N/A	N/A
Unknown3 vs. wound_swab	Positive_3 vs. control_skin_right	-7.84257079074	2.20230475186e-11	3.00174137678e-08	N/A	N/A
Unknown3 vs. wound_swab	Positive_3 vs. wound_swab	-3.94189420094	0.000175133983259	0.238707619182	N/A	N/A
Unknown3 vs. wound_swab	Positive_3 vs. diabetic_skin_contra	-7.56769425837	4.98613441675e-11	6.79610121003e-08	N/A	N/A
Unknown3 vs. wound_swab	Positive_3 vs. wound_deb	-3.62284474975	0.000557058175183	0.759270292774	N/A	N/A
Unknown3 vs. wound_swab	Positive_3 vs. control_skin_left	-8.20743253092	2.92959669442e-12	3.9930402945e-09	N/A	N/A
Unknown3 vs. wound_swab	control_skin_right vs. wound_swab	-1.84868635461	0.0646924723705	1	N/A	N/A
Unknown3 vs. wound_swab	control_skin_right vs. diabetic_skin_contra	2.90592362938	0.00370881415573	1	N/A	N/A
Unknown3 vs. wound_swab	control_skin_right vs. wound_deb	-2.27261726296	0.0232287901891	1	N/A	N/A
Unknown3 vs. wound_swab	control_skin_right vs. control_skin_left	4.09004786146	4.51786744449e-05	0.0615785332684	N/A	N/A
Unknown3 vs. wound_swab	wound_swab vs. diabetic_skin_contra	-1.70557883042	0.0882592421829	1	N/A	N/A
Unknown3 vs. wound_swab	wound_swab vs. wound_deb	-2.937319618	0.00337188813828	1	N/A	N/A
Unknown3 vs. wound_swab	wound_swab vs. control_skin_left	-2.15092162669	0.0316183172523	1	N/A	N/A
Unknown3 vs. wound_swab	diabetic_skin_contra vs. wound_deb	-2.15658880839	0.0312127949353	1	N/A	N/A
Unknown3 vs. wound_swab	diabetic_skin_contra vs. control_skin_left	2.65806866565	0.00792386212132	1	N/A	N/A
Unknown3 vs. wound_swab	wound_deb vs. control_skin_left	-2.57128828636	0.0102401302706	1	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Unknown3 vs. wound_deb	-3.85677620763	0.000247689138483	0.337600295752	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Unknown3 vs. control_skin_left	0.431829519335	0.666958738915	1	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Unknown vs. Positive_4	2.52033296161	[ 0.01551667]	1	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Unknown vs. Positive_3	2.42182965248	[ 0.01973273]	1	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Unknown vs. control_skin_right	-1.2452750356	0.216665842946	1	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Unknown vs. wound_swab	-5.67021258623	2.07096096767e-07	0.000282271979893	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Unknown vs. diabetic_skin_contra	-2.30028524264	0.0238528806654	1	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Unknown vs. wound_deb	-5.3685102059	9.25162514803e-07	0.00126099650768	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Unknown vs. control_skin_left	-1.01839864193	0.311378501474	1	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Positive_4 vs. Positive_3	-1.83287595296	[ 0.07375063]	1	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Positive_4 vs. control_skin_right	-19.7099150319	1.92550394932e-32	2.62446188293e-29	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Positive_4 vs. wound_swab	-9.08892184175	4.78912250084e-14	6.52757396864e-11	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Positive_4 vs. diabetic_skin_contra	-18.3893052281	1.51618613647e-31	2.066561704e-28	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Positive_4 vs. wound_deb	-8.86624520697	3.70622556369e-13	5.05158544331e-10	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Positive_4 vs. control_skin_left	-20.4916932457	1.22660994465e-34	1.67186935456e-31	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Positive_3 vs. control_skin_right	-19.1270716824	1.40306915111e-31	1.91238325296e-28	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Positive_3 vs. wound_swab	-8.77123980424	2.05264310909e-13	2.79775255769e-10	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Positive_3 vs. diabetic_skin_contra	-17.8305483711	1.24862749379e-30	1.70187927403e-27	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Positive_3 vs. wound_deb	-8.57681014282	1.28430876172e-12	1.75051284222e-09	N/A	N/A
Unknown3 vs. diabetic_skin_contra	Positive_3 vs. control_skin_left	-19.8813435214	1.03380422812e-33	1.40907516293e-30	N/A	N/A
Unknown3 vs. diabetic_skin_contra	control_skin_right vs. wound_swab	-6.42758476802	1.71776460057e-10	2.34131315057e-07	N/A	N/A
Unknown3 vs. diabetic_skin_contra	control_skin_right vs. diabetic_skin_contra	-2.83418051385	0.00464817562151	1	N/A	N/A
Unknown3 vs. diabetic_skin_contra	control_skin_right vs. wound_deb	-6.75003197092	2.31086441995e-11	3.14970820439e-08	N/A	N/A
Unknown3 vs. diabetic_skin_contra	control_skin_right vs. control_skin_left	-2.00187358929	0.045459234096	1	N/A	N/A
Unknown3 vs. diabetic_skin_contra	wound_swab vs. diabetic_skin_contra	-6.12278787935	1.12591054403e-09	1.53461607152e-06	N/A	N/A
Unknown3 vs. diabetic_skin_contra	wound_swab vs. wound_deb	-6.96158440917	5.43640244577e-12	7.40981653358e-09	N/A	N/A
Unknown3 vs. diabetic_skin_contra	wound_swab vs. control_skin_left	-6.86701408327	9.05615759288e-12	1.23435427991e-08	N/A	N/A
Unknown3 vs. diabetic_skin_contra	diabetic_skin_contra vs. wound_deb	-6.52084834853	9.8255042073e-11	1.33921622345e-07	N/A	N/A
Unknown3 vs. diabetic_skin_contra	diabetic_skin_contra vs. control_skin_left	-3.09773263882	0.00197810103675	1	N/A	N/A
Unknown3 vs. diabetic_skin_contra	wound_deb vs. control_skin_left	-7.18063077932	1.1501316114e-12	1.56762938633e-09	N/A	N/A
Unknown3 vs. wound_deb	Unknown3 vs. control_skin_left	4.08582559812	0.000113968723477	0.155339370099	N/A	N/A
Unknown3 vs. wound_deb	Unknown vs. Positive_4	0.728366353782	[ 0.47223035]	1	N/A	N/A
Unknown3 vs. wound_deb	Unknown vs. Positive_3	0.672825784787	[ 0.50638459]	1	N/A	N/A
Unknown3 vs. wound_deb	Unknown vs. control_skin_right	3.40840677206	0.00111796508824	1	N/A	N/A
Unknown3 vs. wound_deb	Unknown vs. wound_swab	-0.141204676903	0.888125735681	1	N/A	N/A
Unknown3 vs. wound_deb	Unknown vs. diabetic_skin_contra	2.93326422798	0.00449585161215	1	N/A	N/A
Unknown3 vs. wound_deb	Unknown vs. wound_deb	-0.326664479317	0.745097591598	1	N/A	N/A
Unknown3 vs. wound_deb	Unknown vs. control_skin_left	3.76682540617	0.000338156130615	0.460906806028	N/A	N/A
Unknown3 vs. wound_deb	Positive_4 vs. Positive_3	-1.72616742997	[ 0.09495832]	1	N/A	N/A
Unknown3 vs. wound_deb	Positive_4 vs. control_skin_right	-7.20931077472	6.8664481198e-10	9.35896878729e-07	N/A	N/A
Unknown3 vs. wound_deb	Positive_4 vs. wound_swab	-3.45262917277	0.000959347026648	1	N/A	N/A
Unknown3 vs. wound_deb	Positive_4 vs. diabetic_skin_contra	-6.89769931036	1.70568685372e-09	2.32485118162e-06	N/A	N/A
Unknown3 vs. wound_deb	Positive_4 vs. wound_deb	-3.18627775574	0.00232131686051	1	N/A	N/A
Unknown3 vs. wound_deb	Positive_4 vs. control_skin_left	-7.53656996733	1.20659752667e-10	1.64459242885e-07	N/A	N/A
Unknown3 vs. wound_deb	Positive_3 vs. control_skin_right	-6.87028379454	2.75337504237e-09	3.75285018275e-06	N/A	N/A
Unknown3 vs. wound_deb	Positive_3 vs. wound_swab	-3.22337666424	0.00194685968445	1	N/A	N/A
Unknown3 vs. wound_deb	Positive_3 vs. diabetic_skin_contra	-6.55557708215	7.21574358964e-09	9.83505851269e-06	N/A	N/A
Unknown3 vs. wound_deb	Positive_3 vs. wound_deb	-2.97569581012	0.00425718806534	1	N/A	N/A
Unknown3 vs. wound_deb	Positive_3 vs. control_skin_left	-7.17833910262	5.52422492019e-10	7.52951856622e-07	N/A	N/A
Unknown3 vs. wound_deb	control_skin_right vs. wound_swab	-1.17678830569	0.239460927559	1	N/A	N/A
Unknown3 vs. wound_deb	control_skin_right vs. diabetic_skin_contra	3.08716158654	0.00205342339828	1	N/A	N/A
Unknown3 vs. wound_deb	control_skin_right vs. wound_deb	-1.55854812331	0.119374268232	1	N/A	N/A
Unknown3 vs. wound_deb	control_skin_right vs. control_skin_left	4.15774459472	3.37787141527e-05	0.0460403873901	N/A	N/A
Unknown3 vs. wound_deb	wound_swab vs. diabetic_skin_contra	-1.0660619105	0.286539584978	1	N/A	N/A
Unknown3 vs. wound_deb	wound_swab vs. wound_deb	-2.17964728152	0.0294730756937	1	N/A	N/A
Unknown3 vs. wound_deb	wound_swab vs. control_skin_left	-1.42704398657	0.153745813503	1	N/A	N/A
Unknown3 vs. wound_deb	diabetic_skin_contra vs. wound_deb	-1.46634822384	0.142786675857	1	N/A	N/A
Unknown3 vs. wound_deb	diabetic_skin_contra vs. control_skin_left	2.87137855013	0.00413167156643	1	N/A	N/A
Unknown3 vs. wound_deb	wound_deb vs. control_skin_left	-1.80617789738	0.0711185932274	1	N/A	N/A
Unknown3 vs. control_skin_left	Unknown vs. Positive_4	2.55583397247	[ 0.01430157]	1	N/A	N/A
Unknown3 vs. control_skin_left	Unknown vs. Positive_3	2.45948206691	[ 0.0181139]	1	N/A	N/A
Unknown3 vs. control_skin_left	Unknown vs. control_skin_right	-1.73515800978	0.086612393594	1	N/A	N/A
Unknown3 vs. control_skin_left	Unknown vs. wound_swab	-5.98179640899	5.71483547056e-08	7.78932074638e-05	N/A	N/A
Unknown3 vs. control_skin_left	Unknown vs. diabetic_skin_contra	-2.78139643816	0.00666533311671	1	N/A	N/A
Unknown3 vs. control_skin_left	Unknown vs. wound_deb	-5.63954070105	3.23878087749e-07	0.000441445833601	N/A	N/A
Unknown3 vs. control_skin_left	Unknown vs. control_skin_left	-1.53692068367	0.12807114582	1	N/A	N/A
Unknown3 vs. control_skin_left	Positive_4 vs. Positive_3	-1.70229682453	[ 0.09609144]	1	N/A	N/A
Unknown3 vs. control_skin_left	Positive_4 vs. control_skin_right	-19.8430493256	1.98992250329e-32	2.71226437199e-29	N/A	N/A
Unknown3 vs. control_skin_left	Positive_4 vs. wound_swab	-9.27363300278	2.28699176212e-14	3.11716977177e-11	N/A	N/A
Unknown3 vs. control_skin_left	Positive_4 vs. diabetic_skin_contra	-18.5661432229	1.1838520812e-31	1.61359038668e-28	N/A	N/A
Unknown3 vs. control_skin_left	Positive_4 vs. wound_deb	-9.04320091996	1.95357748175e-13	2.66272610762e-10	N/A	N/A
Unknown3 vs. control_skin_left	Positive_4 vs. control_skin_left	-20.6403710899	1.19532857754e-34	1.62923285118e-31	N/A	N/A
Unknown3 vs. control_skin_left	Positive_3 vs. control_skin_right	-19.272232917	1.35178338999e-31	1.84248076055e-28	N/A	N/A
Unknown3 vs. control_skin_left	Positive_3 vs. wound_swab	-8.96069261923	9.50163223284e-14	1.29507247334e-10	N/A	N/A
Unknown3 vs. control_skin_left	Positive_3 vs. diabetic_skin_contra	-18.0179908125	9.07818030995e-31	1.23735597625e-27	N/A	N/A
Unknown3 vs. control_skin_left	Positive_3 vs. wound_deb	-8.75898058757	6.55095693008e-13	8.92895429571e-10	N/A	N/A
Unknown3 vs. control_skin_left	Positive_3 vs. control_skin_left	-20.0424160115	9.35447953779e-34	1.275015561e-30	N/A	N/A
Unknown3 vs. control_skin_left	control_skin_right vs. wound_swab	-6.72542187853	2.44905664013e-11	3.33806420049e-08	N/A	N/A
Unknown3 vs. control_skin_left	control_skin_right vs. diabetic_skin_contra	-3.2933567228	0.00101015945117	1	N/A	N/A
Unknown3 vs. control_skin_left	control_skin_right vs. wound_deb	-7.03313506501	3.41124327925e-12	4.64952458962e-09	N/A	N/A
Unknown3 vs. control_skin_left	control_skin_right vs. control_skin_left	-2.50667795908	0.0122812521977	1	N/A	N/A
Unknown3 vs. control_skin_left	wound_swab vs. diabetic_skin_contra	-6.41172193165	1.83327146017e-10	2.49874900021e-07	N/A	N/A
Unknown3 vs. control_skin_left	wound_swab vs. wound_deb	-7.20216652406	1.02480271409e-12	1.39680609931e-09	N/A	N/A
Unknown3 vs. control_skin_left	wound_swab vs. control_skin_left	-7.16991157785	1.09991157692e-12	1.49917947934e-09	N/A	N/A
Unknown3 vs. control_skin_left	diabetic_skin_contra vs. wound_deb	-6.79823621366	1.58030884567e-11	2.15396095665e-08	N/A	N/A
Unknown3 vs. control_skin_left	diabetic_skin_contra vs. control_skin_left	-3.55363807957	0.000389059397297	0.530287958516	N/A	N/A
Unknown3 vs. control_skin_left	wound_deb vs. control_skin_left	-7.46847928251	1.46191958535e-13	1.99259639483e-10	N/A	N/A
Unknown vs. Positive_4	Unknown vs. Positive_3	N/A	N/A	N/A	N/A	N/A
Unknown vs. Positive_4	Unknown vs. control_skin_right	4.68845259347	[  3.67773867e-05]	[ 0.05012758]	N/A	N/A
Unknown vs. Positive_4	Unknown vs. wound_swab	1.14390675305	[ 0.25963507]	1	N/A	N/A
Unknown vs. Positive_4	Unknown vs. diabetic_skin_contra	3.59541655103	[ 0.00082922]	1	N/A	N/A
Unknown vs. Positive_4	Unknown vs. wound_deb	0.981691565661	[ 0.33437137]	1	N/A	N/A
Unknown vs. Positive_4	Unknown vs. control_skin_left	4.64549815035	[  3.33625343e-05]	[ 0.04547313]	N/A	N/A
Unknown vs. Positive_4	Positive_4 vs. Positive_3	N/A	N/A	N/A	N/A	N/A
Unknown vs. Positive_4	Positive_4 vs. control_skin_right	-2.38245937768	[ 0.0224487]	1	N/A	N/A
Unknown vs. Positive_4	Positive_4 vs. wound_swab	-0.0600528897532	[ 0.95242019]	1	N/A	N/A
Unknown vs. Positive_4	Positive_4 vs. diabetic_skin_contra	-1.12206653207	[ 0.26806087]	1	N/A	N/A
Unknown vs. Positive_4	Positive_4 vs. wound_deb	-0.0321353038832	[ 0.97458431]	1	N/A	N/A
Unknown vs. Positive_4	Positive_4 vs. control_skin_left	-2.08236312155	[ 0.04343819]	1	N/A	N/A
Unknown vs. Positive_4	Positive_3 vs. control_skin_right	-2.0871829801	[ 0.04381632]	1	N/A	N/A
Unknown vs. Positive_4	Positive_3 vs. wound_swab	-0.00299744898974	[ 0.99762367]	1	N/A	N/A
Unknown vs. Positive_4	Positive_3 vs. diabetic_skin_contra	-0.957619151006	[ 0.3436083]	1	N/A	N/A
Unknown vs. Positive_4	Positive_3 vs. wound_deb	0.0275533253647	[ 0.97820715]	1	N/A	N/A
Unknown vs. Positive_4	Positive_3 vs. control_skin_left	-1.81726876897	[ 0.07631525]	1	N/A	N/A
Unknown vs. Positive_4	control_skin_right vs. wound_swab	0.578601791252	[ 0.56294367]	1	N/A	N/A
Unknown vs. Positive_4	control_skin_right vs. diabetic_skin_contra	1.62953777919	[ 0.1033877]	1	N/A	N/A
Unknown vs. Positive_4	control_skin_right vs. wound_deb	0.485216919515	[ 0.62761579]	1	N/A	N/A
Unknown vs. Positive_4	control_skin_right vs. control_skin_left	1.9099019057	[ 0.05632088]	1	N/A	N/A
Unknown vs. Positive_4	wound_swab vs. diabetic_skin_contra	0.571824724899	[ 0.56751379]	1	N/A	N/A
Unknown vs. Positive_4	wound_swab vs. wound_deb	0.284132915978	[ 0.77635758]	1	N/A	N/A
Unknown vs. Positive_4	wound_swab vs. control_skin_left	0.553874969607	[ 0.57973645]	1	N/A	N/A
Unknown vs. Positive_4	diabetic_skin_contra vs. wound_deb	0.483795591298	[ 0.62861125]	1	N/A	N/A
Unknown vs. Positive_4	diabetic_skin_contra vs. control_skin_left	1.58671799476	[ 0.11274372]	1	N/A	N/A
Unknown vs. Positive_4	wound_deb vs. control_skin_left	0.460023036307	[ 0.64557727]	1	N/A	N/A
Unknown vs. Positive_3	Unknown vs. control_skin_right	4.48772209611	[  6.77912552e-05]	[ 0.09239948]	N/A	N/A
Unknown vs. Positive_3	Unknown vs. wound_swab	1.05333202212	[ 0.29867134]	1	N/A	N/A
Unknown vs. Positive_3	Unknown vs. diabetic_skin_contra	3.4285290646	[ 0.00134925]	1	N/A	N/A
Unknown vs. Positive_3	Unknown vs. wound_deb	0.898796531171	[ 0.37616354]	1	N/A	N/A
Unknown vs. Positive_3	Unknown vs. control_skin_left	4.45066384949	[  6.19620702e-05]	[ 0.0844543]	N/A	N/A
Unknown vs. Positive_3	Positive_4 vs. Positive_3	N/A	N/A	N/A	N/A	N/A
Unknown vs. Positive_3	Positive_4 vs. control_skin_right	-2.67963399469	[ 0.01093586]	1	N/A	N/A
Unknown vs. Positive_3	Positive_4 vs. wound_swab	-0.120663184513	[ 0.90457734]	1	N/A	N/A
Unknown vs. Positive_3	Positive_4 vs. diabetic_skin_contra	-1.28957676503	[ 0.20409098]	1	N/A	N/A
Unknown vs. Positive_3	Positive_4 vs. wound_deb	-0.0964522547613	[ 0.92382487]	1	N/A	N/A
Unknown vs. Positive_3	Positive_4 vs. control_skin_left	-2.34880847367	[ 0.02361398]	1	N/A	N/A
Unknown vs. Positive_3	Positive_3 vs. control_skin_right	-2.38436278388	[ 0.0223487]	1	N/A	N/A
Unknown vs. Positive_3	Positive_3 vs. wound_swab	-0.0636494841605	[ 0.94957445]	1	N/A	N/A
Unknown vs. Positive_3	Positive_3 vs. diabetic_skin_contra	-1.12518316699	[ 0.26675287]	1	N/A	N/A
Unknown vs. Positive_3	Positive_3 vs. wound_deb	-0.0370761890191	[ 0.97067831]	1	N/A	N/A
Unknown vs. Positive_3	Positive_3 vs. control_skin_left	-2.0837092826	[ 0.04330923]	1	N/A	N/A
Unknown vs. Positive_3	control_skin_right vs. wound_swab	0.517918535459	[ 0.60459053]	1	N/A	N/A
Unknown vs. Positive_3	control_skin_right vs. diabetic_skin_contra	1.54901103307	[ 0.12156843]	1	N/A	N/A
Unknown vs. Positive_3	control_skin_right vs. wound_deb	0.426220022179	[ 0.67002806]	1	N/A	N/A
Unknown vs. Positive_3	control_skin_right vs. control_skin_left	1.8233446517	[ 0.06843394]	1	N/A	N/A
Unknown vs. Positive_3	wound_swab vs. diabetic_skin_contra	0.513248317228	[ 0.60784209]	1	N/A	N/A
Unknown vs. Positive_3	wound_swab vs. wound_deb	0.231808597197	[ 0.81672623]	1	N/A	N/A
Unknown vs. Positive_3	wound_swab vs. control_skin_left	0.491569802287	[ 0.62308625]	1	N/A	N/A
Unknown vs. Positive_3	diabetic_skin_contra vs. wound_deb	0.42625841453	[ 0.66998911]	1	N/A	N/A
Unknown vs. Positive_3	diabetic_skin_contra vs. control_skin_left	1.50631703886	[ 0.13215283]	1	N/A	N/A
Unknown vs. Positive_3	wound_deb vs. control_skin_left	0.399476063129	[ 0.68960864]	1	N/A	N/A
Unknown vs. control_skin_right	Unknown vs. wound_swab	-5.55025242965	3.99636792352e-07	0.000544704947976	N/A	N/A
Unknown vs. control_skin_right	Unknown vs. diabetic_skin_contra	-1.49333093691	0.13928422922	1	N/A	N/A
Unknown vs. control_skin_right	Unknown vs. wound_deb	-5.42805748245	8.76509257963e-07	0.0011946821186	N/A	N/A
Unknown vs. control_skin_right	Unknown vs. control_skin_left	0.436792619637	0.66345331761	1	N/A	N/A
Unknown vs. control_skin_right	Positive_4 vs. Positive_3	-4.18253659744	[ 0.00016978]	[ 0.2314072]	N/A	N/A
Unknown vs. control_skin_right	Positive_4 vs. control_skin_right	-32.5909743794	1.2309276062e-45	1.67775432725e-42	N/A	N/A
Unknown vs. control_skin_right	Positive_4 vs. wound_swab	-8.83332193355	2.7841091577e-13	3.79474078195e-10	N/A	N/A
Unknown vs. control_skin_right	Positive_4 vs. diabetic_skin_contra	-24.8139816644	2.51626115376e-39	3.42966395257e-36	N/A	N/A
Unknown vs. control_skin_right	Positive_4 vs. wound_deb	-9.05574785379	3.46270683638e-13	4.71966941798e-10	N/A	N/A
Unknown vs. control_skin_right	Positive_4 vs. control_skin_left	-32.4250013405	2.093994521e-47	2.85411453213e-44	N/A	N/A
Unknown vs. control_skin_right	Positive_3 vs. control_skin_right	-31.5588652524	1.13747312991e-44	1.55037587606e-41	N/A	N/A
Unknown vs. control_skin_right	Positive_3 vs. wound_swab	-8.49717242572	1.22756912574e-12	1.67317671838e-09	N/A	N/A
Unknown vs. control_skin_right	Positive_3 vs. diabetic_skin_contra	-24.0067800905	2.60231633498e-38	3.54695716458e-35	N/A	N/A
Unknown vs. control_skin_right	Positive_3 vs. wound_deb	-8.74159906847	1.25288029782e-12	1.70767584593e-09	N/A	N/A
Unknown vs. control_skin_right	Positive_3 vs. control_skin_left	-31.3899942701	2.26359479423e-46	3.08527970454e-43	N/A	N/A
Unknown vs. control_skin_right	control_skin_right vs. wound_swab	-5.16502934939	2.71440119542e-07	0.000369972882936	N/A	N/A
Unknown vs. control_skin_right	control_skin_right vs. diabetic_skin_contra	-1.54658597512	0.122148368229	1	N/A	N/A
Unknown vs. control_skin_right	control_skin_right vs. wound_deb	-5.49604539136	4.75927866311e-08	6.48689681782e-05	N/A	N/A
Unknown vs. control_skin_right	control_skin_right vs. control_skin_left	-0.687851847476	0.491641606354	1	N/A	N/A
Unknown vs. control_skin_right	wound_swab vs. diabetic_skin_contra	-4.90475611572	1.01984425364e-06	0.00139004771771	N/A	N/A
Unknown vs. control_skin_right	wound_swab vs. wound_deb	-5.7764844249	9.64250781976e-09	1.31427381583e-05	N/A	N/A
Unknown vs. control_skin_right	wound_swab vs. control_skin_left	-5.55096277222	3.27512114058e-08	4.46399011461e-05	N/A	N/A
Unknown vs. control_skin_right	diabetic_skin_contra vs. wound_deb	-5.29615861861	1.37840457075e-07	0.000187876542994	N/A	N/A
Unknown vs. control_skin_right	diabetic_skin_contra vs. control_skin_left	-1.79237528912	0.0732296039526	1	N/A	N/A
Unknown vs. control_skin_right	wound_deb vs. control_skin_left	-5.87454892175	5.35465963531e-09	7.29840108292e-06	N/A	N/A
Unknown vs. wound_swab	Unknown vs. diabetic_skin_contra	4.71271245313	9.86630032163e-06	0.0134477673384	N/A	N/A
Unknown vs. wound_swab	Unknown vs. wound_deb	-0.287654701041	0.774485923362	1	N/A	N/A
Unknown vs. wound_swab	Unknown vs. control_skin_left	6.07513383169	3.83707190466e-08	5.22992900605e-05	N/A	N/A
